Hp[ft]	ACMass[kg]	CAS[kt]	TAS[kt]	M[-]	ROCD[ft/min]	Grad[deg]	FuelFlow[kg/s]	Fuel[kg]	Time[s]	Distance[NM]	Thr[N]	D[N]	fM[-]
8985.951843	65252.24426	250	284.4198341	0.4439076124	-1509.490576	-3	1.190961676	48.94670586	40	3.184467363	80550.04241	43483.35185	0.9047489221
8960.793667	65251.05329	250	284.3146837	0.4437025987	-1508.932516	-3	1.190820579	50.13752644	41	3.263472873	80546.76141	43483.82045	0.9048239393
8935.644792	65249.86247	250	284.2096248	0.4434977845	-1508.37494	-3	1.190679616	51.32820605	42	3.342449174	80543.4836	43484.28796	0.9048988693
8910.505209	65248.67179	250	284.1046573	0.4432931694	-1507.81785	-3	1.190538789	52.51874484	43	3.421396292	80540.20895	43484.75438	0.9049737122
8885.374912	65247.48126	250	283.999781	0.4430887533	-1507.261245	-3	1.190398097	53.70914294	44	3.500314252	80536.93748	43485.21971	0.9050484681
8860.253891	65246.29086	250	283.894996	0.4428845357	-1506.705123	-3	1.190257539	54.89940048	45	3.57920308	80533.66917	43485.68395	0.9051231372
8835.142139	65245.1006	250	283.7903019	0.4426805165	-1506.149484	-3	1.190117115	56.08951759	46	3.658062801	80530.40402	43486.1471	0.9051977196
8810.039648	65243.91048	250	283.6856987	0.4424766953	-1505.594328	-3	1.189976826	57.27949442	47	3.736893441	80527.14201	43486.60917	0.9052722154
8784.946409	65242.72051	250	283.5811864	0.4422730718	-1505.039653	-3	1.18983667	58.46933109	48	3.815695024	80523.88316	43487.07015	0.9053466248
8759.862415	65241.53067	250	283.4767647	0.4420696458	-1504.48546	-3	1.189696648	59.65902774	49	3.894467576	80520.62745	43487.53006	0.9054209478
8734.787657	65240.34097	250	283.3724335	0.4418664169	-1503.931747	-3	1.189556759	60.8485845	50	3.973211121	80517.37487	43487.98888	0.9054951846
8709.722128	65239.15142	250	283.2681928	0.441663385	-1503.378514	-3	1.189417004	62.0380015	51	4.051925686	80514.12542	43488.44663	0.9055693353
8684.665819	65237.962	250	283.1640424	0.4414605496	-1502.825761	-3	1.189277382	63.22727888	52	4.130611295	80510.8791	43488.9033	0.9056434001
8659.618723	65236.77272	250	283.0599822	0.4412579105	-1502.273486	-3	1.189137892	64.41641677	53	4.209267974	80507.63589	43489.3589	0.9057173791
8634.580832	65235.58358	250	282.956012	0.4410554675	-1501.721689	-3	1.188998536	65.60541531	54	4.287895747	80504.3958	43489.81343	0.9057912723
8609.552137	65234.39458	250	282.8521318	0.4408532203	-1501.17037	-3	1.188859311	66.79427462	55	4.366494639	80501.15882	43490.26689	0.90586508
8584.532631	65233.20573	250	282.7483414	0.4406511685	-1500.619527	-3	1.188720219	67.98299484	56	4.445064675	80497.92494	43490.71928	0.9059388022
8559.522305	65232.01701	250	282.6446408	0.4404493119	-1500.06916	-3	1.188581259	69.1715761	57	4.523605881	80494.69416	43491.1706	0.9060124391
8534.521153	65230.82842	250	282.5410297	0.4402476502	-1499.519269	-3	1.188442431	70.36001853	58	4.602118282	80491.46647	43491.62086	0.9060859908
8509.529165	65229.63998	250	282.4375081	0.4400461831	-1498.969853	-3	1.188303734	71.54832226	59	4.680601901	80488.24187	43492.07006	0.9061594574
8484.546334	65228.45168	250	282.3340758	0.4398449104	-1498.420911	-3	1.188165169	72.73648743	60	4.759056764	80485.02035	43492.51819	0.9062328391
8459.572652	65227.26351	250	282.2307329	0.4396438317	-1497.872443	-3	1.188026734	73.92451417	61	4.837482896	80481.80191	43492.96527	0.9063061359
8434.608111	65226.07549	250	282.127479	0.4394429468	-1497.324447	-3	1.187888431	75.1124026	62	4.915880322	80478.58654	43493.41129	0.906379348
8409.652704	65224.8876	250	282.0243141	0.4392422555	-1496.776924	-3	1.187750259	76.30015286	63	4.994249066	80475.37423	43493.85626	0.9064524756
8384.706422	65223.69985	250	281.9212381	0.4390417573	-1496.229873	-3	1.187612218	77.48776507	64	5.072589154	80472.16499	43494.30017	0.9065255186
8359.769257	65222.51223	250	281.8182509	0.4388414521	-1495.683293	-3	1.187474306	78.67523938	65	5.150900609	80468.9588	43494.74304	0.9065984774
8334.841202	65221.32476	250	281.7153524	0.4386413396	-1495.137183	-3	1.187336525	79.86257591	66	5.229183456	80465.75566	43495.18485	0.9066713519
8309.922249	65220.13742	250	281.6125423	0.4384414195	-1494.591543	-3	1.187198874	81.04977478	67	5.307437721	80462.55557	43495.62562	0.9067441423
8285.01239	65218.95023	250	281.5098207	0.4382416915	-1494.046373	-3	1.187061353	82.23683613	68	5.385663427	80459.35851	43496.06534	0.9068168488
8260.111617	65217.76316	250	281.4071875	0.4380421554	-1493.501671	-3	1.186923962	83.4237601	69	5.463860599	80456.16449	43496.50401	0.9068894714
8235.219923	65216.57624	250	281.3046423	0.4378428108	-1492.957438	-3	1.186786699	84.61054679	70	5.542029263	80452.9735	43496.94165	0.9069620102
8210.337299	65215.38945	250	281.2021853	0.4376436575	-1492.413671	-3	1.186649566	85.79719636	71	5.620169441	80449.78553	43497.37824	0.9070344655
8185.463738	65214.2028	250	281.0998162	0.4374446953	-1491.870372	-3	1.186512562	86.98370892	72	5.698281159	80446.60058	43497.8138	0.9071068373
8160.599232	65213.01629	250	280.997535	0.4372459238	-1491.327539	-3	1.186375687	88.17008461	73	5.776364441	80443.41865	43498.24832	0.9071791257
8135.743773	65211.82992	250	280.8953415	0.4370473427	-1490.785171	-3	1.186238941	89.35632355	74	5.854419312	80440.23972	43498.6818	0.9072513309
8110.897353	65210.64368	250	280.7932356	0.4368489519	-1490.243268	-3	1.186102323	90.54242587	75	5.932445796	80437.0638	43499.11425	0.9073234529
8086.059965	65209.45757	250	280.6912172	0.436650751	-1489.70183	-3	1.185965833	91.72839171	76	6.010443917	80433.89088	43499.54567	0.907395492
8061.231601	65208.27161	250	280.5892862	0.4364527398	-1489.160855	-3	1.185829471	92.91422118	77	6.0884137	80430.72095	43499.97606	0.9074674482
8036.412254	65207.08578	250	280.4874425	0.436254918	-1488.620344	-3	1.185693237	94.09991442	78	6.166355168	80427.554	43500.40543	0.9075393216
8011.601915	65205.90009	250	280.3856859	0.4360572853	-1488.080295	-3	1.185557131	95.28547155	79	6.244268346	80424.39004	43500.83376	0.9076111123
7986.800577	65204.71453	250	280.2840164	0.4358598414	-1487.540708	-3	1.185421152	96.4708927	80	6.322153259	80421.22906	43501.26108	0.9076828206
7962.008231	65203.52911	250	280.1824337	0.4356625862	-1487.001582	-3	1.1852853	97.656178	81	6.40000993	80418.07105	43501.68737	0.9077544465
7937.224872	65202.34382	250	280.0809379	0.4354655192	-1486.462918	-3	1.185149576	98.84132757	82	6.477838384	80414.91601	43502.11264	0.90782599
7912.45049	65201.15867	250	279.9795288	0.4352686403	-1485.924713	-3	1.185013978	100.0263416	83	6.555638645	80411.76393	43502.53689	0.9078974515
7887.685078	65199.97366	250	279.8782063	0.4350719492	-1485.386968	-3	1.184878507	101.2112201	84	6.633410736	80408.6148	43502.96013	0.9079688308
7862.928628	65198.78878	250	279.7769703	0.4348754456	-1484.849682	-3	1.184743163	102.3959632	85	6.711154682	80405.46863	43503.38235	0.9080401283
7838.181134	65197.60404	250	279.6758206	0.4346791292	-1484.312854	-3	1.184607944	103.5805712	86	6.788870507	80402.32541	43503.80355	0.9081113439
7813.442586	65196.41943	250	279.5747571	0.4344829998	-1483.776484	-3	1.184472852	104.765044	87	6.866558235	80399.18513	43504.22375	0.9081824779
7788.712978	65195.23496	250	279.4737798	0.4342870571	-1483.240571	-3	1.184337886	105.9493819	88	6.94421789	80396.04779	43504.64293	0.9082535303
7763.992302	65194.05062	250	279.3728886	0.4340913009	-1482.705114	-3	1.184203046	107.133585	89	7.021849496	80392.91338	43505.06111	0.9083245012
7739.28055	65192.86642	250	279.2720832	0.4338957308	-1482.170114	-3	1.184068331	108.3176533	90	7.099453076	80389.78189	43505.47828	0.9083953908
7714.577715	65191.68235	250	279.1713636	0.4337003467	-1481.635568	-3	1.183933741	109.501587	91	7.177028654	80386.65333	43505.89444	0.9084661992
7689.883789	65190.49841	250	279.0707297	0.4335051482	-1481.101478	-3	1.183799277	110.6853863	92	7.254576255	80383.52769	43506.3096	0.9085369265
7665.198764	65189.31461	250	278.9701814	0.4333101351	-1480.567842	-3	1.183664937	111.8690512	93	7.332095903	80380.40495	43506.72376	0.9086075728
7640.522633	65188.13095	250	278.8697186	0.4331153071	-1480.034659	-3	1.183530723	113.052582	94	7.40958762	80377.28513	43507.13692	0.9086781383
7615.855389	65186.94742	250	278.7693411	0.432920664	-1479.50193	-3	1.183396632	114.2359786	95	7.48705143	80374.16821	43507.54909	0.908748623
7591.197023	65185.76402	250	278.6690489	0.4327262055	-1478.969653	-3	1.183262667	115.4192413	96	7.564487358	80371.05418	43507.96025	0.9088190271
7566.547529	65184.58076	250	278.5688418	0.4325319313	-1478.437827	-3	1.183128825	116.6023701	97	7.641895428	80367.94305	43508.37043	0.9088893507
7541.906899	65183.39763	250	278.4687197	0.4323378413	-1477.906453	-3	1.182995108	117.7853652	98	7.719275661	80364.83481	43508.77961	0.9089595938
7517.275125	65182.21463	250	278.3686825	0.432143935	-1477.37553	-3	1.182861514	118.9682267	99	7.796628084	80361.72945	43509.1878	0.9090297567
7492.652199	65181.03177	250	278.2687302	0.4319502123	-1476.845056	-3	1.182728044	120.1509547	100	7.873952718	80358.62696	43509.595	0.9090998395
7468.038115	65179.84905	250	278.1688625	0.4317566729	-1476.315032	-3	1.182594697	121.3335494	101	7.951249587	80355.52735	43510.00121	0.9091698421
7443.432864	65178.66645	250	278.0690794	0.4315633166	-1475.785457	-3	1.182461474	122.5160109	102	8.028518716	80352.43061	43510.40644	0.9092397649
7418.83644	65177.48399	250	277.9693808	0.431370143	-1475.25633	-3	1.182328374	123.6983393	103	8.105760126	80349.33673	43510.81068	0.9093096078
7394.248835	65176.30166	250	277.8697665	0.431177152	-1474.727651	-3	1.182195396	124.8805347	104	8.182973843	80346.24571	43511.21394	0.9093793711
7369.67004	65175.11947	250	277.7702365	0.4309843432	-1474.19942	-3	1.182062542	126.0625972	105	8.26015989	80343.15755	43511.61622	0.9094490547
7345.10005	65173.9374	250	277.6707906	0.4307917164	-1473.671634	-3	1.18192981	127.244527	106	8.337318289	80340.07223	43512.01752	0.9095186589
7320.538856	65172.75547	250	277.5714288	0.4305992714	-1473.144295	-3	1.1817972	128.4263242	107	8.414449064	80336.98976	43512.41784	0.9095881837
7295.986451	65171.57368	250	277.4721509	0.4304070079	-1472.617401	-3	1.181664712	129.607989	108	8.491552238	80333.91012	43512.81719	0.9096576293
7271.442828	65170.39201	250	277.3729568	0.4302149257	-1472.090952	-3	1.181532347	130.7895213	109	8.568627836	80330.83332	43513.21556	0.9097269958
7246.907979	65169.21048	250	277.2738464	0.4300230244	-1471.564948	-3	1.181400103	131.9709214	110	8.645675879	80327.75935	43513.61296	0.9097962832
7222.381896	65168.02908	250	277.1748197	0.4298313038	-1471.039387	-3	1.181267981	133.1521894	111	8.722696392	80324.68821	43514.00939	0.9098654917
7197.864573	65166.84781	250	277.0758764	0.4296397638	-1470.514269	-3	1.18113598	134.3333254	112	8.799689398	80321.61988	43514.40485	0.9099346215
7173.356002	65165.66667	250	276.9770165	0.4294484039	-1469.989593	-3	1.1810041	135.5143295	113	8.876654919	80318.55437	43514.79935	0.9100036726
7148.856175	65164.48567	250	276.8782399	0.4292572241	-1469.46536	-3	1.180872342	136.6952018	114	8.953592979	80315.49167	43515.19288	0.9100726451
7124.365086	65163.3048	250	276.7795465	0.4290662239	-1468.941568	-3	1.180740704	137.8759425	115	9.030503601	80312.43178	43515.58544	0.9101415392
7099.882727	65162.12406	250	276.6809361	0.4288754032	-1468.418217	-3	1.180609188	139.0565517	116	9.107386809	80309.37468	43515.97704	0.9102103549
7075.40909	65160.94345	250	276.5824087	0.4286847618	-1467.895306	-3	1.180477791	140.2370295	117	9.184242624	80306.32039	43516.36768	0.9102790924
7050.944168	65159.76297	250	276.4839641	0.4284942993	-1467.372835	-3	1.180346515	141.417376	118	9.261071071	80303.26888	43516.75737	0.9103477519
7026.487954	65158.58262	250	276.3856023	0.4283040155	-1466.850803	-3	1.180215359	142.5975914	119	9.337872172	80300.22016	43517.14609	0.9104163333
7002.040441	65157.40241	250	276.2873231	0.4281139102	-1466.32921	-3	1.180084324	143.7776757	120	9.414645951	80297.17423	43517.53386	0.9104848368
6977.60162	65156.22232	250	276.1891265	0.4279239831	-1465.808055	-3	1.179953408	144.9576291	121	9.491392429	80294.13107	43517.92067	0.9105532626
6953.171486	65155.04237	250	276.0910122	0.4277342339	-1465.287337	-3	1.179822611	146.1374517	122	9.568111631	80291.09068	43518.30654	0.9106216107
6928.75003	65153.86255	250	275.9929803	0.4275446625	-1464.767056	-3	1.179691934	147.3171436	123	9.644803579	80288.05307	43518.69145	0.9106898812
6904.337246	65152.68286	250	275.8950306	0.4273552685	-1464.247211	-3	1.179561377	148.496705	124	9.721468296	80285.01821	43519.07541	0.9107580744
6879.933126	65151.50329	250	275.7971631	0.4271660517	-1463.727802	-3	1.179430938	149.676136	125	9.798105804	80281.98612	43519.45842	0.9108261901
6855.537663	65150.32386	250	275.6993775	0.426977012	-1463.208828	-3	1.179300618	150.8554366	126	9.874716127	80278.95678	43519.84049	0.9108942287
6831.150849	65149.14456	250	275.6016738	0.4267881489	-1462.690289	-3	1.179170417	152.034607	127	9.951299288	80275.93019	43520.22162	0.9109621902
6806.772677	65147.96539	250	275.5040519	0.4265994623	-1462.172184	-3	1.179040335	153.2136473	128	10.02785531	80272.90634	43520.6018	0.9110300747
6782.403141	65146.78635	250	275.4065117	0.4264109519	-1461.654513	-3	1.178910371	154.3925577	129	10.10438421	80269.88524	43520.98104	0.9110978823
6758.042232	65145.60744	250	275.3090531	0.4262226176	-1461.137275	-3	1.178780525	155.5713382	130	10.18088602	80266.86687	43521.35934	0.9111656131
6733.689945	65144.42866	250	275.211676	0.4260344589	-1460.620469	-3	1.178650797	156.749989	131	10.25736076	80263.85123	43521.7367	0.9112332673
6709.34627	65143.25001	250	275.1143802	0.4258464758	-1460.104095	-3	1.178521187	157.9285102	132	10.33380845	80260.83832	43522.11313	0.9113008449
6685.011202	65142.07149	250	275.0171657	0.4256586679	-1459.588152	-3	1.178391695	159.1069019	133	10.41022911	80257.82813	43522.48862	0.9113683461
6660.684733	65140.8931	250	274.9200324	0.425471035	-1459.07264	-3	1.178262321	160.2851642	134	10.48662276	80254.82066	43522.86318	0.911435771
6636.366855	65139.71484	250	274.8229801	0.4252835769	-1458.557558	-3	1.178133063	161.4632973	135	10.56298944	80251.8159	43523.23681	0.9115031196
6612.057563	65138.5367	250	274.7260088	0.4250962932	-1458.042906	-3	1.178003923	162.6413012	136	10.63932916	80248.81385	43523.6095	0.9115703921
6587.756848	65137.3587	250	274.6291184	0.4249091839	-1457.528683	-3	1.1778749	163.8191761	137	10.71564194	80245.81451	43523.98127	0.9116375886
6563.464703	65136.18082	250	274.5323087	0.4247222486	-1457.014888	-3	1.177745993	164.9969221	138	10.7919278	80242.81786	43524.35211	0.9117047092
6539.181121	65135.00308	250	274.4355796	0.424535487	-1456.501522	-3	1.177617203	166.1745393	139	10.86818678	80239.82391	43524.72203	0.9117717541
6514.906096	65133.82546	250	274.3389311	0.4243488991	-1455.988583	-3	1.17748853	167.3520278	140	10.94441888	80236.83265	43525.09102	0.9118387232
6490.63962	65132.64797	250	274.2423631	0.4241624844	-1455.476071	-3	1.177359973	168.5293878	141	11.02062414	80233.84407	43525.45909	0.9119056168
6466.381685	65131.47061	250	274.1458754	0.4239762428	-1454.963986	-3	1.177231532	169.7066193	142	11.09680258	80230.85818	43525.82625	0.9119724349
6442.132285	65130.29338	250	274.0494679	0.423790174	-1454.452326	-3	1.177103207	170.8837225	143	11.17295421	80227.87496	43526.19248	0.9120391777
6417.891413	65129.11628	250	273.9531405	0.4236042778	-1453.941091	-3	1.176974998	172.0606975	144	11.24907906	80224.89442	43526.55779	0.9121058452
6393.659062	65127.9393	250	273.8568932	0.423418554	-1453.430282	-3	1.176846904	173.2375445	145	11.32517715	80221.91655	43526.92219	0.9121724376
6369.435224	65126.76246	250	273.7607259	0.4232330022	-1452.919896	-3	1.176718926	174.4142634	146	11.40124851	80218.94133	43527.28567	0.912238955
6345.219892	65125.58574	250	273.6646383	0.4230476224	-1452.409935	-3	1.176591063	175.5908544	147	11.47729316	80215.96878	43527.64824	0.9123053974
6321.01306	65124.40915	250	273.5686305	0.4228624141	-1451.900396	-3	1.176463315	176.7673178	148	11.55331111	80212.99888	43528.0099	0.912371765
6296.81472	65123.23268	250	273.4727023	0.4226773773	-1451.39128	-3	1.176335683	177.9436534	149	11.6293024	80210.03164	43528.37066	0.9124380579
6272.624865	65122.05635	250	273.3768537	0.4224925116	-1450.882586	-3	1.176208164	179.1198616	150	11.70526704	80207.06703	43528.7305	0.9125042762
6248.443489	65120.88014	250	273.2810844	0.4223078168	-1450.374314	-3	1.176080761	180.2959424	151	11.78120506	80204.10507	43529.08943	0.9125704201
6224.270584	65119.70406	250	273.1853945	0.4221232928	-1449.866462	-3	1.175953472	181.4718958	152	11.85711647	80201.14575	43529.44746	0.9126364895
6200.106143	65118.5281	250	273.0897839	0.4219389391	-1449.359031	-3	1.175826297	182.6477221	153	11.9330013	80198.18906	43529.80459	0.9127024846
6175.950159	65117.35228	250	272.9942523	0.4217547557	-1448.85202	-3	1.175699236	183.8234214	154	12.00885957	80195.235	43530.16082	0.9127684056
6151.802625	65116.17658	250	272.8987998	0.4215707423	-1448.345429	-3	1.175572289	184.9989937	155	12.08469131	80192.28356	43530.51614	0.9128342525
6127.663535	65115.00101	250	272.8034261	0.4213868986	-1447.839256	-3	1.175445456	186.1744391	156	12.16049653	80189.33475	43530.87057	0.9129000254
6103.53288	65113.82556	250	272.7081314	0.4212032244	-1447.333502	-3	1.175318737	187.3497578	157	12.23627526	80186.38854	43531.2241	0.9129657245
6079.410655	65112.65024	250	272.6129153	0.4210197195	-1446.828165	-3	1.17519213	188.52495	158	12.31202752	80183.44495	43531.57673	0.9130313498
6055.296852	65111.47505	250	272.5177779	0.4208363836	-1446.323246	-3	1.175065637	189.7000156	159	12.38775333	80180.50397	43531.92847	0.9130969015
6031.191465	65110.29998	250	272.4227189	0.4206532166	-1445.818743	-3	1.174939258	190.8749549	160	12.46345271	80177.56559	43532.27932	0.9131623797
6007.094486	65109.12505	250	272.3277384	0.4204702181	-1445.314657	-3	1.174812991	192.0497679	161	12.53912569	80174.6298	43532.62927	0.9132277844
5983.005908	65107.95023	250	272.2328363	0.4202873879	-1444.810986	-3	1.174686837	193.2244547	162	12.61477228	80171.69661	43532.97834	0.9132931157
5958.925725	65106.77555	250	272.1380123	0.4201047259	-1444.307731	-3	1.174560795	194.3990155	163	12.69039252	80168.76601	43533.32651	0.9133583738
5934.85393	65105.60098	250	272.0432665	0.4199222318	-1443.80489	-3	1.174434866	195.5734504	164	12.76598641	80165.838	43533.6738	0.9134235589
5910.790515	65104.42655	250	271.9485987	0.4197399053	-1443.302463	-3	1.174309049	196.7477594	165	12.84155398	80162.91257	43534.02021	0.9134886708
5886.735474	65103.25224	250	271.8540089	0.4195577462	-1442.80045	-3	1.174183344	197.9219428	166	12.91709526	80159.98971	43534.36573	0.9135537099
5862.6888	65102.07806	250	271.7594969	0.4193757544	-1442.29885	-3	1.174057751	199.0960005	167	12.99261026	80157.06942	43534.71037	0.9136186762
5838.650486	65100.904	250	271.6650626	0.4191939294	-1441.797662	-3	1.17393227	200.2699328	168	13.06809901	80154.15171	43535.05413	0.9136835697
5814.620525	65099.73007	250	271.5707059	0.4190122713	-1441.296887	-3	1.173806901	201.4437397	169	13.14356153	80151.23655	43535.39701	0.9137483907
5790.59891	65098.55626	250	271.4764268	0.4188307796	-1440.796523	-3	1.173681642	202.6174213	170	13.21899784	80148.32396	43535.73901	0.9138131391
5766.585634	65097.38258	250	271.3822252	0.4186494542	-1440.29657	-3	1.173556496	203.7909778	171	13.29440795	80145.41392	43536.08013	0.9138778152
5742.580692	65096.20902	250	271.2881008	0.4184682948	-1439.797027	-3	1.17343146	204.9644093	172	13.36979191	80142.50644	43536.42038	0.9139424189
5718.584074	65095.03559	250	271.1940538	0.4182873013	-1439.297895	-3	1.173306535	206.1377158	173	13.44514971	80139.6015	43536.75976	0.9140069505
5694.595776	65093.86228	250	271.1000838	0.4181064733	-1438.799172	-3	1.173181721	207.3108975	174	13.52048139	80136.6991	43537.09826	0.9140714099
5670.61579	65092.6891	250	271.0061909	0.4179258108	-1438.300858	-3	1.173057018	208.4839546	175	13.59578697	80133.79925	43537.4359	0.9141357974
5646.644109	65091.51605	250	270.912375	0.4177453133	-1437.802952	-3	1.172932425	209.656887	176	13.67106647	80130.90192	43537.77266	0.914200113
5622.680726	65090.34311	250	270.8186359	0.4175649808	-1437.305454	-3	1.172807942	210.8296949	177	13.74631991	80128.00713	43538.10856	0.9142643568
5598.725636	65089.17031	250	270.7249736	0.417384813	-1436.808364	-3	1.17268357	212.0023785	178	13.82154731	80125.11487	43538.44359	0.9143285289
5574.778829	65087.99762	250	270.631388	0.4172048096	-1436.31168	-3	1.172559307	213.1749378	179	13.89674869	80122.22512	43538.77776	0.9143926295
5550.840301	65086.82506	250	270.5378789	0.4170249705	-1435.815403	-3	1.172435155	214.3473729	180	13.97192407	80119.3379	43539.11106	0.9144566586
5526.910045	65085.65263	250	270.4444463	0.4168452954	-1435.319532	-3	1.172311112	215.5196841	181	14.04707348	80116.45318	43539.4435	0.9145206163
